,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
2786,WTSQ.SFD9CT,1995.12,2000.309,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2787,WTSQ.SFD9CT,1996.03,2083.191,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2788,WTSQ.SFD9CT,1996.06,2140.102,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2789,WTSQ.SFD9CT,1996.09,2107.859,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2790,WTSQ.SFD9CT,1996.12,2054.724,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2791,WTSQ.SFD9CT,1997.03,2061.906,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2792,WTSQ.SFD9CT,1997.06,2089.492,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2793,WTSQ.SFD9CT,1997.09,2092.559,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2794,WTSQ.SFD9CT,1997.12,2062.855,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2795,WTSQ.SFD9CT,1998.03,2002.596,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2796,WTSQ.SFD9CT,1998.06,1974.836,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2797,WTSQ.SFD9CT,1998.09,1996.631,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2798,WTSQ.SFD9CT,1998.12,1970.179,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2799,WTSQ.SFD9CT,1999.03,1889.889,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2800,WTSQ.SFD9CT,1999.06,1866.772,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2801,WTSQ.SFD9CT,1999.09,1913.702,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2802,WTSQ.SFD9CT,1999.12,1988.863,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Total stocks,Current prices,Trend,
2904,WTSQ.SFE1CA,1995.03,2173.25,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2905,WTSQ.SFE1CA,1995.06,2228.67,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2906,WTSQ.SFE1CA,1995.09,2321.13,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2907,WTSQ.SFE1CA,1995.12,2471.18,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2908,WTSQ.SFE1CA,1996.03,2062.86,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2909,WTSQ.SFE1CA,1996.06,2082.42,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2910,WTSQ.SFE1CA,1996.09,2280.27,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2911,WTSQ.SFE1CA,1996.12,2486.71,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2912,WTSQ.SFE1CA,1997.03,2146.85,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2913,WTSQ.SFE1CA,1997.06,2290.71,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2914,WTSQ.SFE1CA,1997.09,2413.37,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2915,WTSQ.SFE1CA,1997.12,2741.5,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2916,WTSQ.SFE1CA,1998.03,2326.56,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2917,WTSQ.SFE1CA,1998.06,2412.5,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2918,WTSQ.SFE1CA,1998.09,2666.75,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2919,WTSQ.SFE1CA,1998.12,2823.53,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2920,WTSQ.SFE1CA,1999.03,2422.5,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2921,WTSQ.SFE1CA,1999.06,2612.64,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2922,WTSQ.SFE1CA,1999.09,2839.4,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
2923,WTSQ.SFE1CA,1999.12,3248.25,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Unadjusted,
3025,WTSQ.SFE1CS,1995.03,2344.244,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3026,WTSQ.SFE1CS,1995.06,2333.529,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3027,WTSQ.SFE1CS,1995.09,2282.745,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3028,WTSQ.SFE1CS,1995.12,2243.896,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3029,WTSQ.SFE1CS,1996.03,2226.269,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3030,WTSQ.SFE1CS,1996.06,2180.105,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3031,WTSQ.SFE1CS,1996.09,2241.72,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3032,WTSQ.SFE1CS,1996.12,2257.524,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3033,WTSQ.SFE1CS,1997.03,2320.49,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3034,WTSQ.SFE1CS,1997.06,2395.793,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3035,WTSQ.SFE1CS,1997.09,2370.482,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3036,WTSQ.SFE1CS,1997.12,2490.979,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3037,WTSQ.SFE1CS,1998.03,2519.546,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3038,WTSQ.SFE1CS,1998.06,2513.387,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3039,WTSQ.SFE1CS,1998.09,2624.143,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3040,WTSQ.SFE1CS,1998.12,2567.068,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3041,WTSQ.SFE1CS,1999.03,2626.115,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3042,WTSQ.SFE1CS,1999.06,2711.856,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3043,WTSQ.SFE1CS,1999.09,2795.645,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3044,WTSQ.SFE1CS,1999.12,2964.534,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
3146,WTSQ.SFE1CT,1995.03,2351.6,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3147,WTSQ.SFE1CT,1995.06,2324.265,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3148,WTSQ.SFE1CT,1995.09,2285.882,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3149,WTSQ.SFE1CT,1995.12,2248.232,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3150,WTSQ.SFE1CT,1996.03,2212.606,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3151,WTSQ.SFE1CT,1996.06,2201.392,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3152,WTSQ.SFE1CT,1996.09,2223.616,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3153,WTSQ.SFE1CT,1996.12,2266.908,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3154,WTSQ.SFE1CT,1997.03,2326.227,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3155,WTSQ.SFE1CT,1997.06,2369.406,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3156,WTSQ.SFE1CT,1997.09,2406.032,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3157,WTSQ.SFE1CT,1997.12,2469.322,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3158,WTSQ.SFE1CT,1998.03,2512.612,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3159,WTSQ.SFE1CT,1998.06,2545.429,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3160,WTSQ.SFE1CT,1998.09,2582.385,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3161,WTSQ.SFE1CT,1998.12,2594.484,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3162,WTSQ.SFE1CT,1999.03,2621.652,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3163,WTSQ.SFE1CT,1999.06,2703.361,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3164,WTSQ.SFE1CT,1999.09,2821.356,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3165,WTSQ.SFE1CT,1999.12,2921.833,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Sales (operating income),Current prices,Trend,
3267,WTSQ.SFE9CA,1995.03,1485.336,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3268,WTSQ.SFE9CA,1995.06,1485.133,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3269,WTSQ.SFE9CA,1995.09,1487.819,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3270,WTSQ.SFE9CA,1995.12,1494.669,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3271,WTSQ.SFE9CA,1996.03,1430.113,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3272,WTSQ.SFE9CA,1996.06,1414.777,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3273,WTSQ.SFE9CA,1996.09,1519.851,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3274,WTSQ.SFE9CA,1996.12,1466.725,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3275,WTSQ.SFE9CA,1997.03,1487.059,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3276,WTSQ.SFE9CA,1997.06,1532.875,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3277,WTSQ.SFE9CA,1997.09,1658.614,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3278,WTSQ.SFE9CA,1997.12,1729.751,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3279,WTSQ.SFE9CA,1998.03,1796.993,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3280,WTSQ.SFE9CA,1998.06,1787.371,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3281,WTSQ.SFE9CA,1998.09,1858.198,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3282,WTSQ.SFE9CA,1998.12,1781.614,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3283,WTSQ.SFE9CA,1999.03,1689.287,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3284,WTSQ.SFE9CA,1999.06,1728.435,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3285,WTSQ.SFE9CA,1999.09,1783.551,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3286,WTSQ.SFE9CA,1999.12,1770.783,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Unadjusted,
3388,WTSQ.SFE9CS,1995.03,1485.336,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3389,WTSQ.SFE9CS,1995.06,1485.133,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3390,WTSQ.SFE9CS,1995.09,1487.819,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3391,WTSQ.SFE9CS,1995.12,1494.669,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3392,WTSQ.SFE9CS,1996.03,1430.113,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3393,WTSQ.SFE9CS,1996.06,1414.777,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3394,WTSQ.SFE9CS,1996.09,1519.851,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3395,WTSQ.SFE9CS,1996.12,1466.725,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3396,WTSQ.SFE9CS,1997.03,1487.059,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3397,WTSQ.SFE9CS,1997.06,1532.875,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3398,WTSQ.SFE9CS,1997.09,1658.614,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3399,WTSQ.SFE9CS,1997.12,1729.751,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3400,WTSQ.SFE9CS,1998.03,1796.993,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3401,WTSQ.SFE9CS,1998.06,1787.371,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3402,WTSQ.SFE9CS,1998.09,1858.198,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3403,WTSQ.SFE9CS,1998.12,1781.614,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3404,WTSQ.SFE9CS,1999.03,1689.287,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3405,WTSQ.SFE9CS,1999.06,1728.435,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3406,WTSQ.SFE9CS,1999.09,1783.551,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3407,WTSQ.SFE9CS,1999.12,1770.783,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Seasonally adjusted,
3509,WTSQ.SFE9CT,1995.03,1481.815,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Trend,
3510,WTSQ.SFE9CT,1995.06,1490.402,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Trend,
3511,WTSQ.SFE9CT,1995.09,1502.577,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Trend,
3512,WTSQ.SFE9CT,1995.12,1485.049,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Trend,
3513,WTSQ.SFE9CT,1996.03,1432.546,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Trend,
3514,WTSQ.SFE9CT,1996.06,1440.462,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Trend,
3515,WTSQ.SFE9CT,1996.09,1482.384,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Trend,
3516,WTSQ.SFE9CT,1996.12,1487.258,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Others goods wholesaling,Total stocks,Current prices,Trend,
