,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
2057,WTSQ.SFC9CT,1995.03,638.102,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2058,WTSQ.SFC9CT,1995.06,659.499,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2059,WTSQ.SFC9CT,1995.09,656.157,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2060,WTSQ.SFC9CT,1995.12,624.253,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2061,WTSQ.SFC9CT,1996.03,627.576,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2062,WTSQ.SFC9CT,1996.06,679.989,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2063,WTSQ.SFC9CT,1996.09,725.916,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2064,WTSQ.SFC9CT,1996.12,732.836,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2065,WTSQ.SFC9CT,1997.03,717.583,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2066,WTSQ.SFC9CT,1997.06,681.483,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2067,WTSQ.SFC9CT,1997.09,635.418,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2068,WTSQ.SFC9CT,1997.12,615.177,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2069,WTSQ.SFC9CT,1998.03,604.486,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2070,WTSQ.SFC9CT,1998.06,587.663,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2071,WTSQ.SFC9CT,1998.09,644.625,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2072,WTSQ.SFC9CT,1998.12,759.065,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2073,WTSQ.SFC9CT,1999.03,813.532,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2074,WTSQ.SFC9CT,1999.06,852.415,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2075,WTSQ.SFC9CT,1999.09,891.679,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2076,WTSQ.SFC9CT,1999.12,889.07,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Motor vehicle and motor vehicle parts wholesaling,Total stocks,Current prices,Trend,
2178,WTSQ.SFD1CA,1995.03,3006.93,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2179,WTSQ.SFD1CA,1995.06,3309.36,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2180,WTSQ.SFD1CA,1995.09,3326.64,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2181,WTSQ.SFD1CA,1995.12,3495.73,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2182,WTSQ.SFD1CA,1996.03,3240.07,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2183,WTSQ.SFD1CA,1996.06,4007.46,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2184,WTSQ.SFD1CA,1996.09,3689.07,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2185,WTSQ.SFD1CA,1996.12,3877.05,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2186,WTSQ.SFD1CA,1997.03,3615.73,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2187,WTSQ.SFD1CA,1997.06,4231.3,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2188,WTSQ.SFD1CA,1997.09,4120.29,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2189,WTSQ.SFD1CA,1997.12,4207.87,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2190,WTSQ.SFD1CA,1998.03,3913.92,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2191,WTSQ.SFD1CA,1998.06,4349.99,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2192,WTSQ.SFD1CA,1998.09,4164.94,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2193,WTSQ.SFD1CA,1998.12,4442.92,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2194,WTSQ.SFD1CA,1999.03,3873.01,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2195,WTSQ.SFD1CA,1999.06,4167.77,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2196,WTSQ.SFD1CA,1999.09,4266.56,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2197,WTSQ.SFD1CA,1999.12,4665.76,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Unadjusted,
2299,WTSQ.SFD1CS,1995.03,3229.987,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2300,WTSQ.SFD1CS,1995.06,3172.955,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2301,WTSQ.SFD1CS,1995.09,3323.877,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2302,WTSQ.SFD1CS,1995.12,3409.623,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2303,WTSQ.SFD1CS,1996.03,3478.464,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2304,WTSQ.SFD1CS,1996.06,3843.981,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2305,WTSQ.SFD1CS,1996.09,3692.679,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2306,WTSQ.SFD1CS,1996.12,3772.52,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2307,WTSQ.SFD1CS,1997.03,3881.612,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2308,WTSQ.SFD1CS,1997.06,4056.676,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2309,WTSQ.SFD1CS,1997.09,4142.896,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2310,WTSQ.SFD1CS,1997.12,4080.264,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2311,WTSQ.SFD1CS,1998.03,4196.235,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2312,WTSQ.SFD1CS,1998.06,4168.999,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2313,WTSQ.SFD1CS,1998.09,4211.423,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2314,WTSQ.SFD1CS,1998.12,4298.242,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2315,WTSQ.SFD1CS,1999.03,4135.419,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2316,WTSQ.SFD1CS,1999.06,3992.733,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2317,WTSQ.SFD1CS,1999.09,4344.143,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2318,WTSQ.SFD1CS,1999.12,4506.817,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Seasonally adjusted,
2420,WTSQ.SFD1CT,1995.03,3191.814,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
2421,WTSQ.SFD1CT,1995.06,3221.156,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
2422,WTSQ.SFD1CT,1995.09,3300.277,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
2423,WTSQ.SFD1CT,1995.12,3404.147,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
2424,WTSQ.SFD1CT,1996.03,3505.202,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
2425,WTSQ.SFD1CT,1996.06,3622.626,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
2426,WTSQ.SFD1CT,1996.09,3706.405,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
2427,WTSQ.SFD1CT,1996.12,3769.004,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
2428,WTSQ.SFD1CT,1997.03,3895.676,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
2429,WTSQ.SFD1CT,1997.06,4049.715,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
2430,WTSQ.SFD1CT,1997.09,4114.446,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
2431,WTSQ.SFD1CT,1997.12,4127.937,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
2432,WTSQ.SFD1CT,1998.03,4156.976,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,"Grocery, liquor and tobacco product wholesaling",Sales (operating income),Current prices,Trend,
